ticketID,passengerID,flightNumber,flightType,seatNumber
23446366,74721715,14058,economy,4F
20713787,61545063,18397,first class,7C
98810145,14341803,95482,bussines,8B
27092117,96365509,54595,first class,18D
44890743,55681229,84738,first class,3B
36687663,20115546,79679,economy,4A
05627047,33193362,98222,bussines,23A
11242770,83834673,22782,first class,28E
64194757,79158009,79283,bussines,15E
75402151,03171645,95165,economy,31B
87448400,78950543,61143,bussines,13C
62040590,12458260,75295,bussines,31D
25972203,67783778,13706,economy,19D
40892664,68895381,37453,economy,33F
65737043,24858453,74962,bussines,18D
28734911,08275557,29778,bussines,8B
81226882,20280367,87330,first class,20F
98921242,38896214,58842,bussines,26A
88559152,12337627,37445,bussines,14C
27378863,58854815,47994,first class,3C
50645550,00816175,30403,first class,5E
46561692,48463152,90725,economy,26C
74866795,06558347,96830,first class,22C
47243205,80657068,64527,economy,12F
78498655,14457043,63111,first class,17D
19451849,90326254,54468,economy,32E
54675169,91789439,50679,first class,9B
14928999,86173731,82069,economy,9E
81744211,68338219,65842,bussines,8C
01440390,74513022,81619,bussines,8B
75997741,38518128,52186,bussines,6D
79483147,72151993,49226,first class,29A
78078401,98424914,61623,economy,33E
68253486,39777287,14593,bussines,31E
70235760,15333655,38012,bussines,28C
67019689,57006125,50292,first class,29F
18649221,58106343,97163,bussines,2A
04890372,31636709,43714,first class,11A
57267003,82984427,17137,first class,5E
96135660,83528517,52706,first class,32B
11167460,47599532,94794,economy,23E
73154798,67492329,99821,bussines,2A
95271118,42462479,48784,bussines,20B
40943572,59495240,18156,economy,9A
61022447,90901759,78798,first class,25E
14710069,68403552,79536,first class,7A
61471314,07260883,42767,bussines,17E
77981964,62771953,24525,bussines,23E
37517527,55106290,94530,first class,25C
58902569,63945108,33032,first class,11D
83204306,44760617,41906,bussines,4C
11962107,56211755,53998,economy,29C
67018950,31709086,93710,first class,29D
06642486,04573165,77426,first class,30C
90691409,92125005,71888,economy,2F
56640144,11685054,54595,bussines,28F
80111814,86347874,92689,bussines,29F
65477998,15528154,37445,economy,25E
23350827,03134605,38855,bussines,10A
52346258,79084471,76245,bussines,20E
00196649,84317812,47636,bussines,8E
31933113,73035696,15151,first class,27F
52596270,04242923,95842,first class,25A
01369189,96623026,38313,first class,33B
64421108,22091663,43662,economy,9A
66035972,59794766,39632,economy,30D
44229574,05372686,51809,first class,16F
40007014,24175825,18597,first class,13C
13994023,36349677,51482,first class,14D
89311846,61657620,22074,economy,23D
59328960,82064030,55344,first class,3F
74885088,36398143,89331,first class,9C
12517602,38954683,34539,economy,1A
85207382,17606841,86652,bussines,30F
95276925,53415515,54373,economy,29E
80240100,71341914,52104,economy,30A
17091551,37589880,43703,first class,12C
34158895,51602363,31579,economy,4C
06199018,55861781,52201,bussines,17F
77033210,79899906,55858,bussines,1E
77168610,16896221,58203,first class,24D
39378821,07546143,70456,economy,16B
28388044,83561962,35694,economy,9A
07046944,65729584,86384,economy,10E
88486923,33676844,31959,bussines,19E
79862646,84831349,20223,economy,20A
16828925,90063289,25023,economy,18E
25204059,52869260,52481,first class,5C
50165295,72373622,81895,first class,2E
00096841,09276124,47978,first class,12E
76708063,46652061,79884,bussines,13E
54521687,28973177,72232,bussines,5F
45059889,15454932,93994,bussines,20C
78139236,81802291,64063,economy,23D
88802471,78253355,71171,bussines,30E
08689674,60992972,70457,first class,3D
31534369,48012483,23240,bussines,10E
85493113,33039857,38633,economy,8C
53795811,96203853,31996,economy,6E
02172610,57083471,22079,first class,25C
48449574,76097614,29805,first class,25E
12046362,89068653,91195,economy,29E
94912785,56720725,45729,economy,20E
21673347,51585356,30994,first class,3C
61531232,03058296,23635,first class,32B
17919337,44458733,91270,first class,29C
79340315,17678055,50248,first class,19D
24778085,47402580,50950,economy,7A
08848464,35272235,80358,economy,6E
79788126,62367250,44612,economy,28D
10858062,09679830,76507,first class,3A
41196771,71458457,80247,first class,29F
83387065,31397453,39632,first class,6A
62213812,91261382,11977,first class,27C
27134953,31961568,77631,first class,25A
65724888,89500333,47987,economy,18D
84385198,63119645,90032,bussines,3D
36635997,06302562,28763,first class,20C
12031643,53715067,36742,first class,28B
22200556,64292784,34633,economy,19D
59547599,24254349,85768,economy,29C
00174903,96627025,65846,first class,24A
96103482,40149853,63514,bussines,15B
29918029,57926415,90117,first class,15E
92903321,37882001,33876,economy,22C
61496038,54850241,62675,first class,9B
93497907,25273240,64012,first class,10E
86804086,55728259,29629,first class,4E
83653683,29953251,30291,bussines,2E
36093852,76322312,30029,first class,32C
27256286,24308351,81272,first class,20F
96456692,43506688,94636,economy,6E
77649384,30858692,34082,first class,22B
36656445,73503226,71332,economy,9B
32090020,34014664,60667,bussines,31E
70015528,67424188,49131,bussines,20F
35035821,07930874,14353,first class,27D
04920995,24767598,87668,bussines,5E
39991647,86382603,43022,bussines,19E
76731833,34531166,67528,economy,4B
13310989,90212164,51332,first class,28A
82873964,53815545,96180,bussines,10B
33603844,27873193,91606,economy,21A
29319175,55615671,61666,economy,24C
39526163,91117072,30544,economy,4E
41984231,12948398,20720,economy,31B
28008081,66300780,16082,first class,4B
50347654,99630148,73136,economy,12D
25389466,99473822,77149,bussines,13A
01264625,66762909,60958,economy,27B
96224574,04900506,54560,first class,22E
85603815,37357251,43022,bussines,14D
32633118,93756302,18918,first class,22E
30903894,78096835,95787,economy,27E
94875026,11614623,69679,bussines,18E
95923510,85553739,26749,first class,12D
41113011,42507887,91248,bussines,15D
46486584,52248070,93279,bussines,27B
59514318,45519698,25023,economy,27E
68877322,68488895,79690,first class,33F
20085937,21808544,88530,economy,17A
66650398,14038787,24918,economy,20F
52025479,73495984,17032,first class,28F
89452736,90168062,35001,first class,18A
48123047,71321567,67528,economy,17B
76199886,57268443,84542,first class,4E
61207316,02422704,50484,economy,2D
86154951,83021637,85376,first class,7D
95109646,06873745,91609,bussines,14F
76372542,28055368,48209,economy,27A
30983039,00967359,98217,economy,19E
53403154,91122189,13417,bussines,9C
91137488,61923139,47655,first class,28E
45976264,65544608,64708,economy,10A
98627300,39040283,14125,economy,27C
14971621,32508193,16597,economy,19B
53367148,60895569,72139,economy,13C
71627193,47564672,14478,bussines,15E
94730985,11173624,54691,economy,14D
19999192,63521608,45631,bussines,17D
87632933,32148362,84445,bussines,3D
72954279,58616098,34156,bussines,28D
80163359,34420833,63703,first class,5F
43751458,90129694,74447,first class,26B
93016898,55316033,63085,economy,10E
60454851,51479776,90774,bussines,3C
88797636,32022823,71157,economy,7C
48513865,56759581,46163,first class,2C
71161245,47129289,64816,bussines,6B
21648661,07280708,64713,economy,3D
12995095,70075325,47987,first class,22D
41487252,13414539,43336,bussines,8D
88616976,10039562,94216,bussines,9F
77606421,85261508,71888,economy,18F
36632242,14015177,38987,first class,24E
95528356,40037907,36000,bussines,10C
54132946,79086254,13401,bussines,3C
36284958,25876706,38223,economy,27A
61641856,35728392,68245,first class,5E
20080973,06699559,66401,economy,5F
38407415,53226795,48667,bussines,30D
69193503,51542005,45646,first class,28C
27010416,42478041,69806,first class,15D
29154048,00539189,64330,economy,4C
83803559,51983579,23078,first class,21D
85607973,05955383,40367,first class,22E
39576038,38048315,55256,bussines,9B
56052448,38307040,18232,economy,9E
00112217,73528295,78045,economy,3D
99045790,17093128,32586,first class,20F
60415623,94259115,55256,first class,26B
96602682,44272453,92812,first class,29E
11536120,68748795,47767,economy,15F
85997633,98438768,99774,bussines,6F
83767418,53255051,78917,economy,9D
76939258,51857375,95813,first class,27F
81937942,64937653,23782,bussines,31F
31464710,47249519,68594,economy,19B
63921873,49271144,42927,first class,5F
76766477,61528331,90316,bussines,11F
41464329,10753499,66035,bussines,2E
82030791,54665997,92876,first class,24C
82322895,21619463,25780,first class,33F
67597565,95607242,34990,first class,32A
16586841,43942208,47652,first class,29B
07725802,60863756,84781,first class,6A
98824869,43441348,99377,economy,22B
90927891,97314053,41648,economy,7B
03355660,32923584,13850,bussines,8A
44670595,55378220,57038,first class,2B
30559617,70002347,26791,bussines,8E
31239672,02977114,59805,bussines,7B
98816201,05474955,22201,first class,27C
06940061,41279846,10819,first class,32A
23699327,39118099,60282,economy,19E
99914509,81947916,54100,economy,16F
13142252,55900929,10468,bussines,2D
55178153,69659255,52178,economy,27E
27765228,33252340,10245,first class,7F
04786925,10416952,78044,economy,14B
58235371,82824795,39642,bussines,4C
78443777,23867422,36371,first class,21E
32419001,72516716,28611,economy,33B
34687250,37033031,16991,economy,18D
35147634,85731004,32022,bussines,21B
49706696,45417040,88817,bussines,27B
77423545,48234850,25617,economy,10C
85875200,35552149,87094,bussines,7E
10880774,26928916,96718,economy,23B
59369725,34073412,19791,bussines,27F
88460399,59359989,23674,bussines,4A
89531775,24753588,12354,economy,7B
73237760,07634162,32084,first class,17B
05734526,95063166,64778,first class,3D
14247388,05656386,80820,economy,3C
00138850,31651578,19422,bussines,30E
33374020,73854375,86811,economy,16B
07102787,20967183,13340,first class,1A
64209404,88502998,49572,economy,11A
53553506,00709250,55112,economy,29D
36224609,90922727,66572,first class,30C
99911626,06951581,88274,economy,20E
90669403,50661166,97109,economy,5D
88324096,10515184,83910,bussines,15A
86695366,49104692,92158,bussines,25D
02511643,06195260,72932,economy,21C
83575202,94402080,14593,bussines,9D
95123175,94221734,12906,bussines,12E
38845208,58254107,16414,economy,27C
50755440,63186221,68944,bussines,8A
88363585,80786146,75127,economy,11E
15472319,48003731,90032,economy,31C
42643773,97173695,53336,first class,22E
86262723,11137716,92812,bussines,20D
69007996,89566225,34539,economy,29E
78516564,98454348,74064,bussines,20E
79049524,83085753,55112,bussines,12C
79452284,19894873,32266,bussines,31E
90888111,38983550,38323,economy,31C
53837159,52200458,37052,economy,17E
56017953,04853419,87196,bussines,21E
03526932,41363575,77160,first class,11C
81279598,73720155,93769,economy,25E
38572923,06013290,40870,bussines,2D
56086595,39134811,98121,economy,1A
17417964,21500187,61976,economy,12F
87196253,18518940,61918,first class,26F
40507819,71513686,15643,economy,13F
98578598,88671888,75203,economy,16C
39781835,26029165,24109,economy,27B
95737617,43013736,18985,bussines,25F
70845080,55198636,35920,economy,3C
74347510,91930433,86581,first class,14A
22373061,59897101,11380,bussines,1C
56801979,33826992,38462,bussines,23A
87700497,19981867,39095,first class,25D
79113536,81509379,73870,bussines,7B
72836239,68759330,36692,first class,30A
40675664,72906034,54239,economy,21F
21131529,05361250,49053,bussines,22A
70245723,60903541,98700,bussines,10D
00501959,29517405,52201,first class,26F
32485432,45038739,52345,economy,27A
42261116,68051689,80788,bussines,12E
65029013,30927872,12544,bussines,6E
24859070,81057225,91599,economy,20E
06842897,39745374,58181,bussines,15A
67913863,65532463,52947,economy,19E
52083778,87524074,17994,first class,31D
17751793,42069736,12839,bussines,29F
98423955,18231232,22728,bussines,4E
25496629,97935640,69866,first class,2F
50015322,73828411,34539,first class,2C
02523255,16947353,93130,first class,18F
45207376,38700317,95733,first class,21B
12843237,56657596,49053,first class,3B
41577264,67570308,85556,bussines,28B
22746426,73430129,67417,first class,11B
48620764,98755493,12562,economy,7A
60199084,00392336,31510,first class,29E
99743079,61814976,72972,bussines,28F
88751873,27560702,65842,bussines,20E
13940618,21199719,84867,first class,4F
85156937,90238651,33876,economy,25E
35074778,38747294,37745,first class,14E
31322161,08147256,73851,first class,26C
65962137,81492901,62852,first class,32C
74516125,35439088,29869,first class,25F
55848303,25163733,28835,bussines,24C
16641883,01804457,39495,economy,12E
69753118,78908039,66607,first class,20E
32087349,19967047,23594,bussines,27B
66058440,54838110,13316,first class,21C
94181762,18785300,84542,bussines,31B
79435319,51059026,83426,economy,20B
15605046,77887419,54761,bussines,16A
95339992,23275878,28138,economy,19A
95344607,37306942,31184,economy,7C
07958567,17775415,10468,economy,27C
25730945,31232489,39632,first class,31B
20956557,76172809,34633,bussines,6F
81474335,19682606,34627,first class,22D
21075728,34463195,97706,economy,27E
15026038,48105264,81050,first class,30D
58694866,70168195,64330,economy,26A
51999746,30305371,27761,economy,28E
39140849,51174474,47422,bussines,18E
03550172,31419440,10142,first class,20D
08719980,39538766,43662,economy,5C
45285773,72051891,63388,economy,29A
61645921,57734566,54020,first class,3D
01049595,89918331,27053,bussines,22A
75151728,23378059,38462,economy,15A
57869691,59627094,28437,economy,5A
19155510,65918648,35600,economy,2C
94325372,63316384,14703,economy,30D
83399298,65004126,26563,economy,17F
44772394,39516444,81172,first class,26A
12407188,78670897,45519,bussines,17B
74582119,11668839,10720,first class,10D
11816880,36330192,23530,first class,8F
12138109,76872230,53178,bussines,6A
88099800,49311214,78900,first class,26B
36789577,96252061,96780,first class,15B
71415173,22996909,49655,economy,23E
97491964,69928760,79453,first class,26B
54203841,53807773,77726,bussines,19B
96047638,23844705,14611,bussines,28C
43904399,90723085,68736,first class,9D
12818416,53905434,77653,economy,9E
44322687,24816197,91366,first class,15F
30947848,84013333,58530,economy,16C
56057907,86594493,73826,economy,22A
01836708,01458027,65915,first class,22D
94540315,42353409,25374,first class,24B
94991330,15705009,32566,economy,29B
72651168,66823812,80788,first class,30A
64083187,99077807,92689,first class,17D
24713679,33161926,80274,economy,16A
64877074,45088928,68475,first class,29B
69332535,90635432,32586,bussines,17A
03194831,72717757,58098,first class,24F
05332650,36100253,48494,bussines,14F
77253089,66529234,21255,bussines,21C
22822495,14864073,87803,economy,16B
76686117,58019969,90180,bussines,22B
68811328,28548905,72236,economy,22C
04802455,89737622,80349,bussines,26F
65270981,82899262,41757,bussines,26F
66295223,01611648,94636,economy,17E
13230740,27739281,85490,first class,27F
96530619,63894625,89757,economy,3E
58404944,40298419,78045,economy,14C
95020230,22106309,62510,bussines,20E
40807382,80780563,10123,first class,29C
91590923,33154201,62675,bussines,16B
52346114,45181323,56868,first class,12B
